Date,Open,High,Low,Close,Adj Close,Volume
3/6/2018,11440.33008,11441.65039,10589.28027,10735.4502,10735.4502,1210081181
3/7/2018,10735.4502,10913.7002,9470.730469,9928.55957,9928.55957,1858869115
3/8/2018,9928.55957,10119.20996,9086.849609,9316.719727,9316.719727,1492236089
3/9/2018,9316.769531,9433.379883,8393.450195,9252.759766,9252.759766,2081621422
3/10/2018,9252.759766,9518.620117,8727.429688,8797.269531,8797.269531,1084925795
3/11/2018,8797.269531,9735.639648,8484.320313,9544.839844,9544.839844,1374814644
3/12/2018,9543.980469,9907.410156,8796.519531,9142.150391,9142.150391,1435404200
3/13/2018,9142.269531,9486.120117,8856.650391,9160.120117,9160.120117,1228556284
3/14/2018,9160.120117,9360.660156,7966.939941,8217.700195,8217.700195,1385572511
3/15/2018,8216.219727,8432.120117,7698.470215,8268.410156,8268.410156,1519850464
3/16/2018,8267.950195,8616.629883,7924.109863,8283.230469,8283.230469,1082790136
3/17/2018,8283.230469,8360.639648,7765.410156,7883.450195,7883.450195,901939422
3/18/2018,7882.669922,8299.860352,7318.459961,8215.400391,8215.400391,1535519444
3/19/2018,8215.5,8725.599609,8129.660156,8623.139648,8623.139648,1447812723
3/20/2018,8623.139648,9056.230469,8339.799805,8920.709961,8920.709961,1150462439
3/21/2018,8920.530273,9184.509766,8778.69043,8911.349609,8911.349609,991376396
3/22/2018,8911.370117,9107,8500.879883,8724.980469,8724.980469,1023286566
3/23/2018,8724.980469,8935.879883,8307.580078,8934.799805,8934.799805,939997284
3/24/2018,8935.509766,9036.230469,8515.530273,8548.05957,8548.05957,827663165
3/25/2018,8548.389648,8690.360352,8395.849609,8472.839844,8472.839844,657643520
3/26/2018,8472.55957,8521.040039,7869.27002,8152.200195,8152.200195,1079038734
3/27/2018,8152.180176,8226.240234,7752.299805,7808.47998,7808.47998,930754990
3/28/2018,7808.419922,8117.790039,7752.600098,7959.779785,7959.779785,657712114
3/29/2018,7959.779785,7983.77002,6927.109863,7106.620117,7106.620117,1379180030
3/30/2018,7106.620117,7280.27002,6595.259766,6853.759766,6853.759766,1584675343
3/31/2018,6853.75,7228.399902,6806.339844,6943.77002,6943.77002,915400590
